12-Jun-2020;;;;;;;;;;;;;;;
iShares MSCI Emerging Markets Asia ETF;;;;;;;;;;;;;;;
Inception Date;Feb 08, 2012;;;;;;;;;;;;;;
Fund Holdings as of;Jun 12, 2020;;;;;;;;;;;;;;
Number of Securities (excluding cash and derivatives);892.00;;;;;;;;;;;;;;
Shares Outstanding;7,250,000.00;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ticker;Name;Asset Class;Weight (%);Price;Shares;Market Value;Notional Value;Sector;SEDOL;ISIN;Exchange;Location;Currency;Market Currency;FX Rate
CPIN;CHAROEN POKPHAND INDONESIA;Equity;0,08;0,41;888 700,00;363 887,05;363 887,05;Consumer Staples;6315344;ID1000117708;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
CIPLA;CIPLA LTD;Equity;0,08;8,48;42 526,00;360 828,37;360 828,37;Health Care;B011108;INE059A01026;National Stock Exchange Of India;India;USD;INR;75,85
968;XINYI SOLAR HOLDINGS LTD;Equity;0,08;0,85;426 000,00;360 034,06;360 034,06;Information Technology;BGQYNN1;KYG9829N1025;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
UPL;UPL LTD;Equity;0,07;5,43;65 937,00;357 838,78;357 838,78;Materials;B0L0W35;INE628A01036;National Stock Exchange Of India;India;USD;INR;75,85
HEROMOTOCO;HERO MOTOCORP LTD;Equity;0,07;31,66;11 234,00;355 721,73;355 721,73;Consumer Discretionary;6327327;INE158A01026;National Stock Exchange Of India;India;USD;INR;75,85
1402;FAR EASTERN NEW CENTURY CORP;Equity;0,07;0,93;377 460,00;349 299,70;349 299,70;Industrials;6331470;TW0001402006;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
SBILIFE;SBI LIFE INSURANCE COMPANY LTD;Equity;0,07;9,89;35 267,00;348 915,59;348 915,59;Financials;BZ60N32;INE123W01016;National Stock Exchange Of India;India;USD;INR;75,85
MOMO;MOMO ADR REPRESENTING INC;Equity;0,07;19,74;17 434,00;344 147,16;344 147,16;Communication;BSS6HX7;US60879B1070;NASDAQ;China;USD;USD;1,00
ONGC;OIL AND NATURAL GAS LTD;Equity;0,07;1,11;311 114,00;344 121,35;344 121,35;Energy;6139362;INE213A01029;National Stock Exchange Of India;India;USD;INR;75,85
9921;GIANT MANUFACTURING LTD;Equity;0,07;8,78;39 000,00;342 497,39;342 497,39;Consumer Discretionary;6372167;TW0009921007;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
GODREJCP;GODREJ CONSUMER PRODUCTS LTD;Equity;0,07;8,00;42 626,00;340 996,76;340 996,76;Consumer Staples;B1BDGY0;INE102D01028;National Stock Exchange Of India;India;USD;INR;75,85
ADANIPORTS;ADANI PORTS AND SPECIAL ECONOMIC Z;Equity;0,07;4,55;74 880,00;340 872,93;340 872,93;Industrials;B28XXH2;INE742F01042;National Stock Exchange Of India;India;USD;INR;75,85
6886;HUATAI SECURITIES LTD H;Equity;0,07;1,63;209 000,00;339 789,16;339 789,16;Financials;BWVFT00;CNE100001YQ9;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
IHH;IHH HEALTHCARE;Equity;0,07;1,27;266 400,00;338 969,42;338 969,42;Health Care;B83X6P8;MYL5225OO007;Bursa Malaysia;Malaysia;USD;MYR;4,27
EICHERMOT;EICHER MOTORS LTD;Equity;0,07;222,24;1 522,00;338 246,08;338 246,08;Consumer Discretionary;6099819;INE066A01013;National Stock Exchange Of India;India;USD;INR;75,85
600276;JIANGSU HENGRUI MEDICINE LTD A;Equity;0,07;12,12;27 864,00;337 683,47;337 683,47;Health Care;BP3R369;CNE0000014W7;Shanghai Stock Exchange;China;USD;CNY;7,07
271560;ORION CORP;Equity;0,07;114,22;2 947,00;336 611,15;336 611,15;Consumer Staples;BDVLJ72;KR7271560005;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
LUPIN;LUPIN LTD;Equity;0,07;12,02;27 668,00;332 625,15;332 625,15;Health Care;6143761;INE326A01037;National Stock Exchange Of India;India;USD;INR;75,85
BEM.R;BANGKOK EXPRESSWAY AND METRO PCL N;Equity;0,07;0,32;1 022 100,00;329 949,16;329 949,16;Industrials;BDCR9C4;TH6999010R15;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
2408;NANYA TECHNOLOGY CORP;Equity;0,07;2,06;159 000,00;328 045,04;328 045,04;Information Technology;6283601;TW0002408002;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
BTS.R;BTS GROUP HOLDINGS NON-VOTING DR P;Equity;0,07;0,38;863 400,00;326 100,56;326 100,56;Industrials;B0H72C9;TH0221010R10;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
3380;LOGAN PROPERTY HOLDINGS COMPANY LT;Equity;0,07;1,68;194 000,00;325 915,79;325 915,79;Real Estate;BH6X937;KYG555551095;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
1336;NEW CHINA LIFE INSURANCE COMPANY L;Equity;0,07;3,34;97 300,00;325 166,13;325 166,13;Financials;B5730Z1;CNE100001922;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
AUROPHARMA;AUROBINDO PHARMA LTD;Equity;0,07;10,17;31 942,00;324 968,08;324 968,08;Health Care;6702634;INE406A01037;National Stock Exchange Of India;India;USD;INR;75,85
2409;AU OPTRONICS CORP;Equity;0,07;0,31;1 059 000,00;324 879,48;324 879,48;Information Technology;6288190;TW0002409000;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
6239;POWERTECH TECHNOLOGY INC;Equity;0,07;3,34;97 000,00;324 390,66;324 390,66;Information Technology;6599676;TW0006239007;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
BAJAJFINSV;BAJAJ FINSERV LTD;Equity;0,07;69,69;4 643,00;323 557,77;323 557,77;Financials;B2QKWK1;INE918I01018;National Stock Exchange Of India;India;USD;INR;75,85
MISC;MISC;Equity;0,07;1,93;167 900,00;323 406,68;323 406,68;Industrials;6557997;MYL3816OO005;Bursa Malaysia;Malaysia;USD;MYR;4,27
BRITANNIA;BRITANNIA INDUSTRIES LTD;Equity;0,07;44,38;7 284,00;323 236,65;323 236,65;Consumer Staples;BGSQG47;INE216A01030;National Stock Exchange Of India;India;USD;INR;75,85
URC;UNIVERSAL ROBINA CORP;Equity;0,07;2,85;112 810,00;321 319,19;321 319,19;Consumer Staples;6919519;PHY9297P1004;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
DIVISLAB;DIVIS LABORATORIES LTD;Equity;0,07;31,58;10 102,00;318 978,28;318 978,28;Health Care;6602518;INE361B01024;National Stock Exchange Of India;India;USD;INR;75,85
032830;SAMSUNG LIFE LTD;Equity;0,07;38,96;8 188,00;319 004,15;319 004,15;Financials;B12C0T9;KR7032830002;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
1800;CHINA COMMUNICATIONS CONSTRUCTIONS;Equity;0,07;0,62;516 000,00;318 917,18;318 917,18;Industrials;B1JKTQ6;CNE1000002F5;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2238;GUANGZHOU AUTOMOBILE GROUP LTD H;Equity;0,07;0,86;366 800,00;316 627,14;316 627,14;Consumer Discretionary;B433995;CNE100000Q35;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2359;WUXI APPTEC LTD H;Equity;0,07;11,46;27 580,00;316 009,34;316 009,34;Health Care;BGHH0L6;CNE100003F19;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
EGCO.R;ELECTRICITY GENERATING NON-VOTING;Equity;0,07;8,55;36 900,00;315 664,60;315 664,60;Utilities;6368553;TH0465010R13;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
010130;KOREA ZINC INC;Equity;0,07;304,45;1 027,00;312 672,79;312 672,79;Materials;6495428;KR7010130003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
966;CHINA TAIPING INSURANCE HLDGS LTD;Equity;0,06;1,57;198 100,00;310 821,28;310 821,28;Financials;6264048;HK0000055878;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2377;MICRO-STAR INTERNATIONAL LTD;Equity;0,06;3,49;89 000,00;310 538,38;310 538,38;Information Technology;6133450;TW0002377009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2633;TAIWAN HIGH SPEED RAIL CORP;Equity;0,06;1,26;245 000,00;309 729,29;309 729,29;Industrials;B04BGQ6;TW0002633005;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
1339;THE PEOPLES INSURANCE CO (GROUP);Equity;0,06;0,31;999 000,00;309 363,75;309 363,75;Financials;B8RZJZ1;CNE100001MK7;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
SHREECEM;SHREE CEMENT LTD;Equity;0,06;295,21;1 047,00;309 088,09;309 088,09;Materials;6100357;INE070A01015;National Stock Exchange Of India;India;USD;INR;75,85
010950;S-OIL CORP;Equity;0,06;57,40;5 372,00;308 361,19;308 361,19;Energy;6406055;KR7010950004;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
884;CIFI HOLDINGS (GROUP) LTD;Equity;0,06;0,85;360 000,00;306 576,69;306 576,69;Real Estate;B8Z00N3;KYG2140A1076;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
5347;VANGUARD INTERNATIONAL SEMICONDUCT;Equity;0,06;2,55;120 000,00;306 240,10;306 240,10;Information Technology;6109677;TW0005347009;Gretai Securities Market;Taiwan;USD;TWD;29,66
PPB;PPB GROUP;Equity;0,06;4,10;74 580,00;305 834,80;305 834,80;Consumer Staples;6681669;MYL4065OO008;Bursa Malaysia;Malaysia;USD;MYR;4,27
010140;SAMSUNG HEAVY INDUSTRIES LTD;Equity;0,06;5,57;54 789,00;305 394,74;305 394,74;Industrials;6772217;KR7010140002;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
2049;HIWIN TECHNOLOGIES CORP;Equity;0,06;9,81;31 116,00;305 254,22;305 254,22;Industrials;B1YMYT5;TW0002049004;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
VEDL;VEDANTA LTD;Equity;0,06;1,36;223 395,00;304 231,28;304 231,28;Materials;6136040;INE205A01025;National Stock Exchange Of India;India;USD;INR;75,85
3908;CHINA INTERNATIONAL CAPITAL CORP L;Equity;0,06;1,80;168 800,00;304 053,88;304 053,88;Financials;BZ169C6;CNE100002359;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
SIMEPLT;SIME DARBY PLANTATION;Equity;0,06;1,16;261 600,00;304 050,62;304 050,62;Consumer Staples;BF6RHY2;MYL5285OO001;Bursa Malaysia;Malaysia;USD;MYR;4,27
2899;ZIJIN MINING GROUP LTD H;Equity;0,06;0,43;700 000,00;303 479,96;303 479,96;Materials;6725299;CNE100000502;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
011170;LOTTE CHEMICAL CORP;Equity;0,06;146,62;2 061,00;302 181,84;302 181,84;Materials;6440020;KR7011170008;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
1590;AIRTAC INTERNATIONAL GROUP;Equity;0,06;16,72;18 000,00;300 981,02;300 981,02;Industrials;B52J816;KYG014081064;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2356;INVENTEC CORP;Equity;0,06;0,86;342 980,00;296 001,35;296 001,35;Information Technology;6459930;TW0002356003;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
005935;SAMSUNG ELECTRONICS NON VOTING PRE;Equity;0,06;38,25;7 660,00;293 024,59;293 024,59;Information Technology;6773812;KR7005931001;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
836;CHINA RESOURCES POWER LTD;Equity;0,06;1,21;242 000,00;291 957,52;291 957,52;Utilities;6711566;HK0836012952;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
035250;KANGWON LAND INC;Equity;0,06;19,77;14 767,00;291 954,31;291 954,31;Consumer Discretionary;6683449;KR7035250000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
ICICIGI;ICICI LOMBARD GENERAL INSURANCE CO;Equity;0,06;17,16;16 920,00;290 262,68;290 262,68;Financials;BYXH7P9;INE765G01017;National Stock Exchange Of India;India;USD;INR;75,85
2345;ACCTON TECHNOLOGY CORP;Equity;0,06;7,64;38 000,00;290 159,46;290 159,46;Information Technology;6005214;TW0002345006;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
PIDILITIND;PIDILITE INDUSTRIES LTD;Equity;0,06;18,85;15 322,00;288 866,24;288 866,24;Materials;B0JJV59;INE318A01026;National Stock Exchange Of India;India;USD;INR;75,85
IOC;INDIAN OIL CORP LTD;Equity;0,06;1,16;247 826,00;288 494,59;288 494,59;Energy;6253767;INE242A01010;National Stock Exchange Of India;India;USD;INR;75,85
097950;CJ CHEILJEDANG CORP;Equity;0,06;272,89;1 057,00;288 440,36;288 440,36;Consumer Staples;B2492F5;KR7097950000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
GRASIM;GRASIM INDUSTRIES LTD;Equity;0,06;7,94;36 327,00;288 283,68;288 283,68;Materials;BYQKH33;INE047A01021;National Stock Exchange Of India;India;USD;INR;75,85
TATAMOTORS;TATA MOTORS LTD;Equity;0,06;1,39;205 452,00;285 212,69;285 212,69;Consumer Discretionary;B611LV1;INE155A01022;National Stock Exchange Of India;India;USD;INR;75,85
HLBANK;HONG LEONG BANK;Equity;0,06;3,59;79 200,00;283 950,79;283 950,79;Financials;6436892;MYL5819OO007;Bursa Malaysia;Malaysia;USD;MYR;4,27
BRPT;BARITO PACIFIC;Equity;0,06;0,08;3 354 300,00;282 978,36;282 978,36;Materials;6070706;ID1000085707;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
600900;CHINA YANGTZE POWER LTD A;Equity;0,06;2,47;113 800,00;281 644,20;281 644,20;Utilities;BP3R2M8;CNE000001G87;Shanghai Stock Exchange;China;USD;CNY;7,07
006800;DAEWOO SECURITIES;Equity;0,06;5,68;49 445,00;280 946,84;280 946,84;Financials;6249658;KR7006800007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
SCB.R;SIAM COMMERCIAL BANK NON-VOTING DR;Equity;0,06;2,72;102 900,00;279 858,77;279 858,77;Financials;6363172;TH0015010R16;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
AXIATA;AXIATA GROUP;Equity;0,06;0,85;329 000,00;279 852,37;279 852,37;Communication;B2QZGV5;MYL6888OO001;Bursa Malaysia;Malaysia;USD;MYR;4,27
IQ;IQIYI ADS REPRESENTING INC;Equity;0,06;17,80;15 663,00;278 801,40;278 801,40;Communication;BYWT1W1;US46267X1081;NASDAQ;China;USD;USD;1,00
MCDOWELL.N;UNITED SPIRITS LTD;Equity;0,06;8,14;34 168,00;278 132,32;278 132,32;Consumer Staples;BYWFSB7;INE854D01024;National Stock Exchange Of India;India;USD;INR;75,85
4958;ZHEN DING TECHNOLOGY HOLDING LTD;Equity;0,06;4,50;61 455,00;276 581,68;276 581,68;Information Technology;B734XQ4;KYG989221000;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
NESTLE;NESTLE MALAYSIA;Equity;0,06;32,52;8 500,00;276 461,63;276 461,63;Consumer Staples;6629335;MYL4707OO005;Bursa Malaysia;Malaysia;USD;MYR;4,27
034220;LG DISPLAY LTD;Equity;0,06;9,68;28 521,00;276 017,32;276 017,32;Information Technology;B01VZN9;KR7034220004;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
2105;CHENG SHIN RUBBER INDUSTRY LTD;Equity;0,06;1,16;235 776,00;273 825,41;273 825,41;Consumer Discretionary;6190228;TW0002105004;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
COALINDIA;COAL INDIA LTD;Equity;0,06;1,78;152 858,00;271 346,75;271 346,75;Energy;B4Z9XF5;INE522F01014;National Stock Exchange Of India;India;USD;INR;75,85
3481;INNOLUX CORP;Equity;0,06;0,26;1 029 620,00;270 395,44;270 395,44;Information Technology;B0CC0M5;TW0003481008;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
603288;FOSHAN HAI TIAN FLAVOURING & FOOD;Equity;0,06;16,25;16 621,00;270 090,37;270 090,37;Consumer Staples;BTFRHX0;CNE100001SL2;Shanghai Stock Exchange;China;USD;CNY;7,07
1030;SEAZEN GROUP LTD;Equity;0,06;0,91;294 000,00;268 579,76;268 579,76;Real Estate;B6V94F0;KYG3701A1067;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
LH.R;LAND AND HOUSE PUBLIC NON-VOTING D;Equity;0,06;0,25;1 063 600,00;267 809,86;267 809,86;Real Estate;6581941;TH0143010R16;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
2834;TAIWAN BUSINESS BANK;Equity;0,06;0,37;728 641,00;267 747,26;267 747,26;Financials;6098816;TW0002834009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2333;GREAT WALL MOTOR LTD H;Equity;0,06;0,70;380 500,00;267 573,97;267 573,97;Consumer Discretionary;6718255;CNE100000338;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
KLK;KUALA LUMPUR KEPONG;Equity;0,06;5,27;50 800,00;267 600,23;267 600,23;Consumer Staples;6497446;MYL2445OO004;Bursa Malaysia;Malaysia;USD;MYR;4,27
000720;HYUNDAI ENGINEERING & CONSTRUCTION;Equity;0,06;28,16;9 466,00;266 570,36;266 570,36;Industrials;6450988;KR7000720003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
267250;HYUNDAI HEAVY INDUSTRIES HOLDINGS;Equity;0,06;222,63;1 194,00;265 818,24;265 818,24;Industrials;BD4HFT1;KR7267250009;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
1816;CGN POWER LTD H;Equity;0,06;0,22;1 231 000,00;265 257,22;265 257,22;Utilities;BSBMM04;CNE100001T80;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
AEV;ABOITIZ EQUITY VENTURES PHP1 INC;Equity;0,06;0,99;265 930,00;264 579,29;264 579,29;Industrials;6068411;PHY0001Z1040;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
HINDALCO;HINDALCO INDUSTRIES LTD;Equity;0,05;1,93;136 727,00;263 260,65;263 260,65;Materials;B0GWF48;INE038A01020;National Stock Exchange Of India;India;USD;INR;75,85
EA.R;ENERGY ABSOLUTE NON-VOTING DR PCL;Equity;0,05;1,28;206 400,00;263 184,57;263 184,57;Utilities;B9L4K92;TH3545010R19;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
300750;CONTEMPORARY AMPEREX TECHNOLOGY LT;Equity;0,05;22,49;11 700,00;263 134,79;263 134,79;Industrials;BHQPSY7;CNE100003662;Shenzhen Stock Exchange;China;USD;CNY;7,07
1476;ECLAT TEXTILE LTD;Equity;0,05;11,12;23 604,00;262 593,80;262 593,80;Consumer Discretionary;6345783;TW0001476000;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
PETRONET;PETRONET LNG LTD;Equity;0,05;3,43;76 297,00;261 624,20;261 624,20;Energy;B00KT68;INE347G01014;National Stock Exchange Of India;India;USD;INR;75,85
JSWSTEEL;JSW STEEL LTD;Equity;0,05;2,49;104 650,00;260 685,11;260 685,11;Materials;BZBYJJ7;INE019A01038;National Stock Exchange Of India;India;USD;INR;75,85
2492;WALSIN TECHNOLOGY CORP;Equity;0,05;6,34;41 000,00;259 852,34;259 852,34;Information Technology;6089694;TW0002492006;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
BBNI;BANK NEGARA INDONESIA;Equity;0,05;0,32;817 600,00;258 007,20;258 007,20;Financials;6727121;ID1000096605;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
KLBF;KALBE FARMA;Equity;0,05;0,10;2 630 300,00;256 252,31;256 252,31;Health Care;B7311V6;ID1000125107;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
763;ZTE CORP H;Equity;0,05;2,72;94 160,00;255 747,41;255 747,41;Information Technology;B04KP88;CNE1000004Y2;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
SINA;SINA CORP;Equity;0,05;34,47;7 403,00;255 181,41;255 181,41;Communication;2579230;KYG814771047;NASDAQ;China;USD;USD;1,00
601166;INDUSTRIAL BANK LTD A;Equity;0,05;2,25;113 100,00;255 002,33;255 002,33;Financials;BP3R295;CNE000001QZ7;Shanghai Stock Exchange;China;USD;CNY;7,07
371;BEIJING ENTERPRISES WATER GROUP LT;Equity;0,05;0,38;670 000,00;255 028,97;255 028,97;Utilities;B01YCG0;BMG0957L1090;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
251270;NETMARBLE CORP;Equity;0,05;79,33;3 208,00;254 497,42;254 497,42;Communication;BF2S426;KR7251270005;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
1766;CRRC CORP LTD H;Equity;0,05;0,47;539 750,00;254 201,56;254 201,56;Industrials;B2R2ZC9;CNE100000BG0;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
ICT;INTERNATIONAL CONTAINER TERMINAL S;Equity;0,05;2,05;123 690,00;254 007,35;254 007,35;Industrials;6455819;PHY411571011;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
1813;KWG GROUP HOLDINGS LTD;Equity;0,05;1,57;161 000,00;253 441,89;253 441,89;Real Estate;B1YBF00;KYG532241042;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
493;GOME RETAIL HOLDINGS LTD;Equity;0,05;0,18;1 368 000,00;252 414,81;252 414,81;Consumer Discretionary;B01Z8S7;BMG3978C1249;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
000210;DAELIM INDUSTRIAL LTD;Equity;0,05;71,11;3 538,00;251 580,66;251 580,66;Industrials;6249584;KR7000210005;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
135;KUNLUN ENERGY LTD;Equity;0,05;0,62;402 000,00;251 052,24;251 052,24;Utilities;6340078;BMG5320C1082;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
008770;HOTEL SHILLA LTDINARY SHARES KOREA;Equity;0,05;63,71;3 940,00;251 036,72;251 036,72;Consumer Discretionary;6440332;KR7008770000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
MINT.R;MINOR INTERNATIONAL PUBLIC NON VOT;Equity;0,05;0,74;340 980,00;250 967,44;250 967,44;Consumer Discretionary;B018C28;TH0128010R17;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
9904;POU CHEN CORP;Equity;0,05;0,97;257 000,00;250 389,37;250 389,37;Consumer Discretionary;6696157;TW0009904003;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
000100;YUHAN CORP;Equity;0,05;45,69;5 460,00;249 460,04;249 460,04;Health Care;6988337;KR7000100008;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
6837;HAITONG SECURITIES COMPANY LTD H;Equity;0,05;0,78;318 400,00;248 965,05;248 965,05;Financials;B71SXC4;CNE1000019K9;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
1548;GENSCRIPT BIOTECH CORP;Equity;0,05;2,07;120 000,00;248 977,43;248 977,43;Health Care;BD9Q2J2;KYG3825B1059;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
148;KINGBOARD HOLDINGS LTD;Equity;0,05;2,59;96 000,00;248 977,43;248 977,43;Information Technology;6491318;KYG525621408;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
TEL;PLDT INC;Equity;0,05;24,88;9 970,00;248 033,66;248 033,66;Communication;BDGN274;PHY7072Q1032;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
2823;CHINA LIFE INSURANCE LTD;Equity;0,05;0,73;338 040,00;247 293,53;247 293,53;Financials;6199816;TW0002823002;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
MARICO;MARICO LTD;Equity;0,05;4,39;56 317,00;247 088,73;247 088,73;Consumer Staples;B1S34K5;INE196A01026;National Stock Exchange Of India;India;USD;INR;75,85
1060;ALIBABA PICTURES GROUP LTD;Equity;0,05;0,14;1 800 000,00;246 190,37;246 190,37;Communication;BPYM749;BMG0171W1055;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
IOICORP;IOI CORPORATION;Equity;0,05;1,03;238 100,00;245 492,68;245 492,68;Consumer Staples;B1Y3WG1;MYL1961OO001;Bursa Malaysia;Malaysia;USD;MYR;4,27
005387;HYUNDAI MOTOR S2 PREF;Equity;0,05;54,41;4 502,00;244 958,46;244 958,46;Consumer Discretionary;6148272;KR7005382007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
139480;E-MART INC;Equity;0,05;93,87;2 606,00;244 623,69;244 623,69;Consumer Staples;B682TF7;KR7139480008;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
011070;LG INNOTEK LTD;Equity;0,05;143,71;1 686,00;242 297,72;242 297,72;Information Technology;B39Z8G8;KR7011070000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
489;DONGFENG MOTOR GROUP LTD H;Equity;0,05;0,70;346 000,00;241 973,65;241 973,65;Consumer Discretionary;B0PH5N3;CNE100000312;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
SMGR;SEMEN INDONESIA (PERSERO);Equity;0,05;0,66;363 600,00;241 287,68;241 287,68;Materials;6795236;ID1000106800;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
257;CHINA EVERBRIGHT INTERNATIONAL LTD;Equity;0,05;0,53;452 481,00;241 125,47;241 125,47;Industrials;6630940;HK0257001336;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
GAIL;GAIL INDIA LTD;Equity;0,05;1,27;189 499,00;240 707,01;240 707,01;Utilities;6133405;INE129A01019;National Stock Exchange Of India;India;USD;INR;75,85
9910;FENG TAY ENTERPRISES LTD;Equity;0,05;6,30;37 970,00;239 368,57;239 368,57;Consumer Discretionary;6336055;TW0009910000;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2353;ACER;Equity;0,05;0,58;410 062,00;239 155,60;239 155,60;Information Technology;6005850;TW0002353000;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
UNTR;UNITED TRACTORS;Equity;0,05;1,16;205 900,00;239 114,37;239 114,37;Energy;6230845;ID1000058407;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
005830;DB INSURANCE LTD;Equity;0,05;38,13;6 239,00;237 888,44;237 888,44;Financials;6155937;KR7005830005;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
INDF;INDOFOOD SUKSES MAKMUR;Equity;0,05;0,43;551 400,00;237 454,29;237 454,29;Consumer Staples;6283979;ID1000057003;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
3808;SINOTRUK (HONG KONG) LTD;Equity;0,05;2,54;93 000,00;236 636,95;236 636,95;Industrials;B296ZH4;HK3808041546;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
ZEEL;ZEE ENTERTAINMENT ENTERPRISES LTD;Equity;0,05;2,22;106 321,00;236 253,31;236 253,31;Communication;6188535;INE256A01028;National Stock Exchange Of India;India;USD;INR;75,85
BBL.F;BANGKOK BANK PCL F;Equity;0,05;3,92;60 200,00;236 116,54;236 116,54;Financials;6077019;TH0001010014;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
2347;SYNNEX TECHNOLOGY INTERNATIONAL CO;Equity;0,05;1,55;152 050,00;236 048,36;236 048,36;Information Technology;6868439;TW0002347002;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
