12-Jun-2020;;;;;;;;;;;;;;;
iShares MSCI Emerging Markets Asia ETF;;;;;;;;;;;;;;;
Inception Date;Feb 08, 2012;;;;;;;;;;;;;;
Fund Holdings as of;Jun 12, 2020;;;;;;;;;;;;;;
Number of Securities (excluding cash and derivatives);892.00;;;;;;;;;;;;;;
Shares Outstanding;7,250,000.00;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Ticker;Name;Asset Class;Weight (%);Price;Shares;Market Value;Notional Value;Sector;SEDOL;ISIN;Exchange;Location;Currency;Market Currency;FX Rate
SMPH;SM PRIME HOLDINGS INC;Equity;0,17;0,66;1 212 350,00;802 920,77;802 920,77;Real Estate;6818843;PHY8076N1120;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
2331;LI NING LTD;Equity;0,16;3,24;244 000,00;790 234,96;790 234,96;Consumer Discretionary;B01JCK9;KYG5496K1242;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
TOPGLOV;TOP GLOVE CORPORATION;Equity;0,16;3,96;196 000,00;776 192,15;776 192,15;Health Care;B05L892;MYL7113OO003;Bursa Malaysia;Malaysia;USD;MYR;4,27
5880;TAIWAN COOPERATIVE FINANCIAL HOLDI;Equity;0,16;0,70;1 109 224,00;775 929,54;775 929,54;Financials;B73XCZ3;TW0005880009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
BMRI;BANK MANDIRI (PERSERO);Equity;0,16;0,35;2 245 200,00;775 081,40;775 081,40;Financials;6651048;ID1000095003;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
2328;PICC PROPERTY AND CASUALTY LTD H;Equity;0,16;0,91;842 740,00;770 961,23;770 961,23;Financials;6706250;CNE100000593;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2303;UNITED MICRO ELECTRONICS CORP;Equity;0,16;0,53;1 449 000,00;766 925,13;766 925,13;Information Technology;6916628;TW0002303005;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
ASIANPAINT;ASIAN PAINTS LTD;Equity;0,16;21,59;35 287,00;761 704,22;761 704,22;Materials;BCRWL65;INE021A01026;National Stock Exchange Of India;India;USD;INR;75,85
009150;SAMSUNG ELECTRO MECHANICS LTD;Equity;0,16;109,24;6 940,00;758 107,66;758 107,66;Information Technology;6771689;KR7009150004;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
DRREDDY;DR REDDYS LABORATORIES LTD;Equity;0,16;52,84;14 280,00;754 537,11;754 537,11;Health Care;6410959;INE089A01023;National Stock Exchange Of India;India;USD;INR;75,85
066570;LG ELECTRONICS INC;Equity;0,15;56,32;12 973,00;730 660,74;730 660,74;Consumer Discretionary;6520739;KR7066570003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
2382;QUANTA COMPUTER INC;Equity;0,15;2,29;318 000,00;726 844,89;726 844,89;Information Technology;6141011;TW0002382009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2885;YUANTA FINANCIAL HOLDING LTD;Equity;0,15;0,60;1 168 893,00;703 392,78;703 392,78;Financials;6424110;TW0002885001;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
3045;TAIWAN MOBILE LTD;Equity;0,15;3,62;194 000,00;703 064,42;703 064,42;Communication;6290496;TW0003045001;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
LT;LARSEN AND TOUBRO LTD;Equity;0,15;12,21;57 265,00;699 387,57;699 387,57;Industrials;B0166K8;INE018A01030;National Stock Exchange Of India;India;USD;INR;75,85
003550;LG CORP;Equity;0,14;59,81;11 602,00;693 922,58;693 922,58;Industrials;6537030;KR7003550001;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
267;CITIC LTD;Equity;0,14;1,01;685 000,00;690 294,32;690 294,32;Industrials;6196152;HK0267001375;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
1044;HENGAN INTERNATIONAL GROUP LTD;Equity;0,14;7,74;89 000,00;688 449,18;688 449,18;Consumer Staples;6136233;KYG4402L1510;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
BAJFINANCE;BAJAJ FINANCE LTD;Equity;0,14;32,30;21 111,00;681 917,10;681 917,10;Financials;BD2N0P2;INE296A01024;National Stock Exchange Of India;India;USD;INR;75,85
601318;PING AN INSURANCE (GROUP) OF CHINA;Equity;0,14;10,47;64 400,00;674 176,56;674 176,56;Financials;BP3R284;CNE000001R84;Shanghai Stock Exchange;China;USD;CNY;7,07
270;GUANGDONG INVESTMENT LTD;Equity;0,14;1,90;352 000,00;667 655,90;667 655,90;Utilities;6913168;HK0270001396;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
6098;COUNTRY GARDEN SERVICES HOLDINGS L;Equity;0,14;4,61;144 000,00;663 320,47;663 320,47;Industrials;BDQZP48;KYG2453A1085;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
SUNPHARMA;SUN PHARMACEUTICAL INDUSTRIES LTD;Equity;0,14;6,33;104 719,00;662 807,32;662 807,32;Health Care;6582483;INE044A01036;National Stock Exchange Of India;India;USD;INR;75,85
2357;ASUSTEK COMPUTER INC;Equity;0,14;7,62;86 000,00;655 227,05;655 227,05;Information Technology;6051046;TW0002357001;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
1088;CHINA SHENHUA ENERGY LTD H;Equity;0,14;1,61;403 000,00;649 991,61;649 991,61;Energy;B09N7M0;CNE1000002R0;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
096770;SK INNOVATION LTD;Equity;0,13;95,53;6 661,00;636 330,79;636 330,79;Energy;B232R05;KR7096770003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
ALI;AYALA LAND INC;Equity;0,13;0,74;854 060,00;636 228,34;636 228,34;Real Estate;6055112;PHY0488F1004;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
3328;BANK OF COMMUNICATIONS LTD H;Equity;0,13;0,62;1 027 000,00;634 744,07;634 744,07;Financials;B0B8Z29;CNE100000205;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
M&M;MAHINDRA AND MAHINDRA LTD;Equity;0,13;6,70;94 296,00;632 079,38;632 079,38;Consumer Discretionary;6100186;INE101A01026;National Stock Exchange Of India;India;USD;INR;75,85
XTSLA;BLK CSH FND TREASURY SL AGENCY;Money Market;0,13;1,00;630 000,00;630 000,00;630 000,00;Cash and/or Derivatives;--;US0669224778;--;United States;USD;USD;1,00
2912;PRESIDENT CHAIN STORE CORP;Equity;0,13;9,98;63 000,00;628 661,97;628 661,97;Consumer Staples;6704986;TW0002912003;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
NESTLEIND;NESTLE INDIA LTD;Equity;0,13;217,48;2 890,00;628 513,33;628 513,33;Consumer Staples;6128605;INE239A01016;National Stock Exchange Of India;India;USD;INR;75,85
5876;SHANGHAI COMMERCIAL LTD;Equity;0,13;1,50;416 980,00;625 547,31;625 547,31;Financials;B7LV1N0;TW0005876007;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
018260;SAMSUNG SDS LTD;Equity;0,13;148,70;4 158,00;618 277,12;618 277,12;Information Technology;BRS2KY0;KR7018260000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
813;SHIMAO PROPERTY HOLDINGS LTD;Equity;0,13;4,27;140 500,00;600 063,22;600 063,22;Real Estate;B16YNS1;KYG810431042;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
HTHT;HUAZHU GROUP ADR REPRESENTING LTD;Equity;0,12;35,78;16 766,00;599 887,48;599 887,48;Consumer Discretionary;BFMFKK7;US44332N1063;NASDAQ;China;USD;USD;1,00
ULTRACEMCO;ULTRATECH CEMENT LTD;Equity;0,12;49,95;11 827,00;590 714,62;590 714,62;Materials;B01GZF6;INE481G01011;National Stock Exchange Of India;India;USD;INR;75,85
2474;CATCHER TECHNOLOGY LTD;Equity;0,12;7,38;80 000,00;590 634,80;590 634,80;Information Technology;6186669;TW0002474004;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
1658;POSTAL SAVINGS BANK OF CHINA LTD H;Equity;0,12;0,60;982 000,00;585 391,16;585 391,16;Financials;BD8GL18;CNE1000029W3;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
091990;CELLTRION HEALTHCARE LTD;Equity;0,12;88,97;6 561,00;583 720,80;583 720,80;Health Care;BYZ6DH8;KR7091990002;Korea Exchange (Kosdaq);Korea (South);USD;KRW;1 203,80
1193;CHINA RESOURCES GAS GROUP LTD;Equity;0,12;5,30;110 000,00;583 347,31;583 347,31;Utilities;6535517;BMG2113B1081;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2880;HUA NAN FINANCIAL HOLDINGS LTD;Equity;0,12;0,67;870 081,00;580 777,53;580 777,53;Financials;6411877;TW0002880002;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
600036;CHINA MERCHANTS BANK LTD A;Equity;0,12;4,87;118 500,00;577 183,72;577 183,72;Financials;BP3R273;CNE000001B33;Shanghai Stock Exchange;China;USD;CNY;7,07
3333;CHINA EVERGRANDE GROUP;Equity;0,12;2,51;229 000,00;573 822,27;573 822,27;Real Estate;BD3DS68;KYG2119W1069;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
HARTA;HARTALEGA HOLDINGS;Equity;0,12;2,93;195 000,00;572 091,39;572 091,39;Health Care;B2QPJK5;MYL5168OO009;Bursa Malaysia;Malaysia;USD;MYR;4,27
000810;SAMSUNG FIRE & MARINE INSURANCE LT;Equity;0,12;152,85;3 735,00;570 892,17;570 892,17;Financials;6155250;KR7000810002;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
ATHM;AUTOHOME ADR REPRESENTING INC;Equity;0,12;83,46;6 815,00;568 779,90;568 779,90;Communication;BH5QGR0;US05278C1071;New York Stock Exchange Inc.;China;USD;USD;1,00
1066;SHANDONG WEIGAO GROUP MEDICAL POLY;Equity;0,12;2,15;264 000,00;568 188,80;568 188,80;Health Care;6742340;CNE100000171;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
1579;YIHAI INTERNATIONAL HOLDING LTD;Equity;0,12;9,01;63 000,00;567 399,13;567 399,13;Consumer Staples;BD9GZX7;KYG984191075;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
WUBA;58.COM ADR REPRESENTING INC;Equity;0,12;49,82;11 358,00;565 855,56;565 855,56;Communication;BG3GS91;US31680Q1040;New York Stock Exchange Inc.;China;USD;USD;1,00
2202;CHINA VANKE LTD H;Equity;0,12;3,23;173 500,00;559 670,20;559 670,20;Real Estate;BN320P8;CNE100001SR9;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2379;REALTEK SEMICONDUCTOR CORP;Equity;0,12;9,12;61 140,00;557 542,06;557 542,06;Information Technology;6051422;TW0002379005;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
1988;CHINA MINSHENG BANKING CORP LTD H;Equity;0,12;0,70;794 160,00;556 417,18;556 417,18;Financials;B57JY24;CNE100000HF9;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
4938;PEGATRON CORP;Equity;0,12;2,33;237 000,00;552 091,83;552 091,83;Information Technology;B4PLX17;TW0004938006;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
3323;CHINA NATIONAL BUILDING MATERIAL L;Equity;0,11;1,14;482 000,00;549 161,95;549 161,95;Materials;B0Y91C1;CNE1000002N9;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
015760;KOREA ELECTRIC POWER CORP;Equity;0,11;17,57;31 193,00;548 041,16;548 041,16;Utilities;6495730;KR7015760002;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
000858;WULIANGYE YIBIN LTD A;Equity;0,11;22,80;24 000,00;547 218,03;547 218,03;Consumer Staples;BD5CPG2;CNE000000VQ8;Shenzhen Stock Exchange;China;USD;CNY;7,07
SM;SM INVESTMENTS CORP;Equity;0,11;18,94;28 599,00;541 731,88;541 731,88;Industrials;B068DB9;PHY806761029;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
NIO;NIO AMERICAN DEPOSITARY SHARES REP;Equity;0,11;6,10;88 210,00;538 081,00;538 081,00;Consumer Discretionary;BFZX9H8;US62914V1061;New York Stock Exchange Inc.;China;USD;USD;1,00
5871;CHAILEASE HOLDING LTD;Equity;0,11;4,18;128 428,00;536 866,53;536 866,53;Financials;B58J1S8;KYG202881093;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
268;KINGDEE INT L SOFTWARE GROUP LTD;Equity;0,11;1,80;298 000,00;536 008,57;536 008,57;Information Technology;6327587;KYG525681477;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
UNVR;UNILEVER INDONESIA;Equity;0,11;0,58;913 500,00;528 817,51;528 817,51;Consumer Staples;6687184;ID1000095706;Indonesia Stock Exchange;Indonesia;USD;IDR;14 165,00
KBANK.F;KASIKORNBANK PCL F;Equity;0,11;3,47;151 500,00;525 744,49;525 744,49;Financials;6888794;TH0016010017;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
3034;NOVATEK MICROELECTRONICS CORP;Equity;0,11;7,20;73 000,00;525 418,87;525 418,87;Information Technology;6346333;TW0003034005;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
AC;AYALA CORP;Equity;0,11;15,74;33 230,00;522 890,15;522 890,15;Industrials;B09JBT3;PHY0486V1154;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
1211;BYD LTD H;Equity;0,11;6,65;78 500,00;521 638,43;521 638,43;Consumer Discretionary;6536651;CNE100000296;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
090430;AMOREPACIFIC CORP;Equity;0,11;139,56;3 700,00;516 364,84;516 364,84;Consumer Staples;B15SK50;KR7090430000;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
SBIN;STATE BANK OF INDIA;Equity;0,11;2,36;217 055,00;512 644,98;512 644,98;Financials;BSQCB24;INE062A01020;National Stock Exchange Of India;India;USD;INR;75,85
PTTEP.R;PTT EXPLORATION AND PRODUCTION NON;Equity;0,11;2,94;174 210,00;511 762,09;511 762,09;Energy;B1359L2;TH0355010R16;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
2890;SINOPAC FINANCIAL HOLDINGS LTD;Equity;0,11;0,38;1 345 699,00;508 101,97;508 101,97;Financials;6525875;TW0002890001;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
CIMB;CIMB GROUP HOLDINGS;Equity;0,11;0,89;568 500,00;507 553,60;507 553,60;Financials;6075745;MYL1023OO000;Bursa Malaysia;Malaysia;USD;MYR;4,27
BDO;BDO UNIBANK INC;Equity;0,10;2,09;240 459,00;502 902,00;502 902,00;Financials;B5VJH76;PHY077751022;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
728;CHINA TELECOM CORP LTD H;Equity;0,10;0,30;1 690 000,00;501 541,92;501 541,92;Communication;6559335;CNE1000002V2;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2887;TAISHIN FINANCIAL HOLDING LTD;Equity;0,10;0,44;1 124 631,00;500 459,47;500 459,47;Financials;6451680;TW0002887007;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
DMART;AVENUE SUPERMARTS LTD;Equity;0,10;31,61;15 710,00;496 614,32;496 614,32;Consumer Staples;BYW1G33;INE192R01011;National Stock Exchange Of India;India;USD;INR;75,85
POWERGRID;POWER GRID CORPORATION OF INDIA LT;Equity;0,10;2,19;225 101,00;493 514,34;493 514,34;Utilities;B233HS6;INE752E01010;National Stock Exchange Of India;India;USD;INR;75,85
2018;AAC TECHNOLOGIES HOLDINGS INC;Equity;0,10;5,41;91 000,00;491 980,75;491 980,75;Information Technology;B85LKS1;KYG2953R1149;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
817;CHINA JINMAO HOLDINGS GROUP LTD;Equity;0,10;0,74;664 000,00;488 354,99;488 354,99;Real Estate;B23TGR6;HK0817039453;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2883;CHINA DEVELOPMENT FINANCIAL HOLDIN;Equity;0,10;0,31;1 575 200,00;486 425,24;486 425,24;Financials;6431756;TW0002883006;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
GDS;GDS HOLDINGS LIMITED ADR LTD;Equity;0,10;67,25;7 223,00;485 746,75;485 746,75;Information Technology;BD6FLL7;US36165L1089;NASDAQ;China;USD;USD;1,00
992;LENOVO GROUP LTD;Equity;0,10;0,54;894 000,00;483 330,54;483 330,54;Information Technology;6218089;HK0992009065;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
CPF.R;CHAROEN POKPHAND FOODS NON-VOTING;Equity;0,10;0,98;486 400,00;478 902,43;478 902,43;Consumer Staples;6410874;TH0101010R14;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
PCHEM;PETRONAS CHEMICALS GROUP;Equity;0,10;1,61;294 000,00;473 293,50;473 293,50;Materials;B5KQGT3;MYL5183OO008;Bursa Malaysia;Malaysia;USD;MYR;4,27
TITAN;TITAN COMPANY LTD;Equity;0,10;12,89;36 147,00;465 916,38;465 916,38;Consumer Discretionary;6139340;INE280A01028;National Stock Exchange Of India;India;USD;INR;75,85
316140;WOORI FINANCIAL GROUP INC;Equity;0,10;7,77;59 816,00;464 595,12;464 595,12;Financials;BGHWH98;KR7316140003;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
YY;JOYY ADR INC;Equity;0,10;75,42;6 111,00;460 891,62;460 891,62;Communication;BL3N3C5;US46591M1099;NASDAQ;China;USD;USD;1,00
6505;FORMOSA PETROCHEMICAL CORP;Equity;0,10;3,07;149 000,00;457 101,44;457 101,44;Energy;6718716;TW0006505001;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2801;CHANG HWA COMMERCIAL BANK LTD;Equity;0,10;0,66;696 356,00;456 599,95;456 599,95;Financials;6187855;TW0002801008;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
1169;HAIER ELECTRONICS GROUP LTD;Equity;0,09;2,94;155 000,00;455 994,12;455 994,12;Consumer Discretionary;B1TL3R8;BMG423131256;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2301;LITE ON TECHNOLOGY CORP;Equity;0,09;1,71;265 032,00;453 886,17;453 886,17;Information Technology;6519481;TW0002301009;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
INTUCH.R;INTOUCH HOLDINGS NON-VOTING DR PCL;Equity;0,09;1,78;253 900,00;452 844,00;452 844,00;Communication;6397557;TH0201010R12;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
6808;SUN ART RETAIL GROUP LTD;Equity;0,09;1,44;313 000,00;450 714,18;450 714,18;Consumer Staples;B3MPN59;HK0000083920;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
6030;CITIC SECURITIES COMPANY LTD H;Equity;0,09;1,92;234 000,00;449 878,07;449 878,07;Financials;B6SPB49;CNE1000016V2;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
JGS;JG SUMMIT HOLDINGS INC;Equity;0,09;1,29;346 096,00;448 087,64;448 087,64;Industrials;6466457;PHY444251177;Philippine Stock Exchange Inc.;Philippines;USD;PHP;50,21
CPN.R;CENTRAL PATTANA NON-VOTING DR PCL;Equity;0,09;1,68;262 400,00;440 474,54;440 474,54;Real Estate;B013L15;TH0481010R10;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
3105;WIN SEMICONDUCTORS CORP;Equity;0,09;9,74;45 000,00;438 424,97;438 424,97;Information Technology;B56LHP5;TW0003105003;Gretai Securities Market;Taiwan;USD;TWD;29,66
1801;INNOVENT BIOLOGICS INC;Equity;0,09;6,13;71 500,00;438 220,15;438 220,15;Health Care;BGR6KX5;KYG4818G1010;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
151;WANT WANT CHINA HOLDINGS LTD;Equity;0,09;0,73;604 000,00;437 991,77;437 991,77;Consumer Staples;B2Q14Z3;KYG9431R1039;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
028300;HLB INC;Equity;0,09;89,13;4 906,00;437 293,40;437 293,40;Consumer Discretionary;6517407;KR7028300002;Korea Exchange (Kosdaq);Korea (South);USD;KRW;1 203,80
4904;FAR EASTONE TELECOMMUNICATIONS LTD;Equity;0,09;2,29;187 000,00;428 682,20;428 682,20;Communication;6421854;TW0004904008;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
017670;SK TELECOM LTD;Equity;0,09;173,20;2 458,00;425 729,36;425 729,36;Communication;6224871;KR7017670001;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
998;CHINA CITIC BANK CORP LTD H;Equity;0,09;0,44;969 000,00;425 104,19;425 104,19;Financials;B1W0JF2;CNE1000001Q4;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2395;ADVANTECH LTD;Equity;0,09;9,78;43 282,00;423 146,01;423 146,01;Information Technology;6202673;TW0002395001;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
2338;WEICHAI POWER LTD H;Equity;0,09;1,80;233 200,00;420 657,28;420 657,28;Industrials;6743956;CNE1000004L9;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
1833;PING AN HEALTHCARE AND TECHNOLOGY;Equity;0,09;14,37;29 200,00;419 721,04;419 721,04;Health Care;BDRYVB3;KYG711391022;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
656;FOSUN INTERNATIONAL LTD;Equity;0,09;1,31;320 000,00;418 678,47;418 678,47;Industrials;B1Z7FX0;HK0656038673;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
TECHM;TECH MAHINDRA LTD;Equity;0,09;7,31;57 156,00;417 974,80;417 974,80;Information Technology;BWFGD63;INE669C01036;National Stock Exchange Of India;India;USD;INR;75,85
1099;SINOPHARM GROUP LTD H;Equity;0,09;2,52;165 600,00;416 665,59;416 665,59;Health Care;B3ZVDV0;CNE100000FN7;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
2327;YAGEO CORP;Equity;0,09;12,84;32 151,00;412 956,58;412 956,58;Information Technology;6984380;TW0002327004;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
GULF.R;GULF ENERGY DEVELOPMENT PCL NON-VO;Equity;0,09;1,20;342 000,00;411 250,10;411 250,10;Utilities;BFN4H35;TH8319010R14;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
762;CHINA UNICOM (HONG KONG) LTD;Equity;0,09;0,56;732 000,00;408 970,21;408 970,21;Communication;6263830;HK0000049939;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
1313;CHINA RESOURCES CEMENT HOLDINGS LT;Equity;0,09;1,27;322 000,00;408 415,38;408 415,38;Materials;B41XC98;KYG2113L1068;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
322;TINGYI (CAYMAN ISLANDS) HOLDINGS C;Equity;0,08;1,64;246 000,00;404 387,04;404 387,04;Consumer Staples;6903556;KYG8878S1030;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
1102;ASIA CEMENT CORP;Equity;0,08;1,49;271 229,00;402 779,13;402 779,13;Materials;6056331;TW0001102002;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
PTTGC.R;PTT GLOBAL CHEMICAL NON VOTING DR;Equity;0,08;1,47;274 000,00;402 453,39;402 453,39;Materials;B73BGD3;TH1074010R12;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
DIALOG;DIALOG GROUP;Equity;0,08;0,86;461 178,00;396 607,68;396 607,68;Energy;B00MRS2;MYL7277OO006;Bursa Malaysia;Malaysia;USD;MYR;4,27
DIGI;DIGI.COM;Equity;0,08;1,03;386 100,00;396 278,38;396 278,38;Communication;6086242;MYL6947OO005;Bursa Malaysia;Malaysia;USD;MYR;4,27
HMPRO.R;HOME PRODUCT CENTER NON-VOTING DR;Equity;0,08;0,52;766 849,00;396 080,51;396 080,51;Consumer Discretionary;6418555;TH0661010R17;Stock Exchange Of Thailand;Thailand;USD;THB;30,98
PETGAS;PETRONAS GAS;Equity;0,08;4,12;95 300,00;393 035,74;393 035,74;Utilities;6703972;MYL6033OO004;Bursa Malaysia;Malaysia;USD;MYR;4,27
021240;COWAY LTD;Equity;0,08;61,47;6 242,00;383 708,26;383 708,26;Consumer Discretionary;6173401;KR7021240007;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
168;TSINGTAO BREWERY LTD H;Equity;0,08;7,10;54 000,00;383 220,86;383 220,86;Consumer Staples;6905808;CNE1000004K1;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
DABUR;DABUR INDIA LTD;Equity;0,08;6,01;63 416,00;380 943,28;380 943,28;Consumer Staples;6297356;INE016A01026;National Stock Exchange Of India;India;USD;INR;75,85
2888;SHIN KONG FINANCIAL HOLDING LTD;Equity;0,08;0,29;1 322 562,00;380 320,73;380 320,73;Financials;6452586;TW0002888005;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
881;ZHONGSHENG GROUP HOLDINGS LTD;Equity;0,08;5,14;73 500,00;377 927,38;377 927,38;Consumer Discretionary;B633D97;KYG9894K1085;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
HDFCLIFE;HDFC LIFE INSURANCE COMPANY LTD;Equity;0,08;6,62;56 946,00;377 099,97;377 099,97;Financials;BF0TRG6;INE795G01014;National Stock Exchange Of India;India;USD;INR;75,85
3231;WISTRON CORP;Equity;0,08;1,03;363 080,00;375 773,05;375 773,05;Information Technology;6672481;TW0003231007;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
NTPC;NTPC LTD;Equity;0,08;1,28;293 910,00;375 463,95;375 463,95;Utilities;B037HF1;INE733E01010;National Stock Exchange Of India;India;USD;INR;75,85
6488;GLOBALWAFERS LTD;Equity;0,08;12,93;29 000,00;374 928,36;374 928,36;Information Technology;BS7JP33;TW0006488000;Gretai Securities Market;Taiwan;USD;TWD;29,66
WIPRO;WIPRO LTD;Equity;0,08;2,74;136 718,00;374 722,95;374 722,95;Information Technology;6206051;INE075A01022;National Stock Exchange Of India;India;USD;INR;75,85
1114;BRILLIANCE CHINA AUTOMOTIVE HOLDIN;Equity;0,08;1,01;370 000,00;372 859,71;372 859,71;Consumer Discretionary;6181482;BMG1368B1028;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
BAJAJ.AUTO;BAJAJ AUTO LTD;Equity;0,08;36,68;10 138,00;371 845,84;371 845,84;Consumer Discretionary;B2QKXW0;INE917I01010;National Stock Exchange Of India;India;USD;INR;75,85
009540;KOREA SHIPBUILDING AND OFFSHORE EN;Equity;0,08;78,58;4 709,00;370 054,33;370 054,33;Industrials;6446620;KR7009540006;Korea Exchange (Stock Market);Korea (South);USD;KRW;1 203,80
2324;COMPAL ELECTRONICS INC;Equity;0,08;0,64;580 000,00;369 551,29;369 551,29;Information Technology;6225744;TW0002324001;Taiwan Stock Exchange;Taiwan;USD;TWD;29,66
MAXIS;MAXIS;Equity;0,08;1,25;295 300,00;369 514,24;369 514,24;Communication;B5387L5;MYL6012OO008;Bursa Malaysia;Malaysia;USD;MYR;4,27
BPCL;BHARAT PETROLEUM LTD;Equity;0,08;4,93;74 521,00;367 336,63;367 336,63;Energy;6099723;INE029A01011;National Stock Exchange Of India;India;USD;INR;75,85
3888;KINGSOFT CORP LTD;Equity;0,08;3,38;108 000,00;365 104,97;365 104,97;Information Technology;B27WRM3;KYG5264Y1089;Hong Kong Exchanges And Clearing Ltd;China;USD;HKD;7,75
