12-Jun-2020;;;;;;;;;;;
iShares Core S&P 500 ETF;;;;;;;;;;;
Inception Date;May 15, 2000;;;;;;;;;;
Fund Holdings as of;Jun 12, 2020;;;;;;;;;;
Number of Securities (excluding cash and derivatives);505.00;;;;;;;;;;
Shares Outstanding;616,550,000.00;;;;;;;;;;
;;;;;;;;;;;
Ticker;Name;Asset Class;Weight (%);Price;Shares;Market Value;Notional Value;Sector;SEDOL;ISIN;Exchange
USD;USD CASH;Cash;0,14;100,00;258 504 854,00;258 504 854,40;258 504 854,40;Cash and/or Derivatives;--;--;--
DXCM;DEXCOM INC;Equity;0,13;370,23;687 186,00;254 416 872,78;254 416 872,78;Health Care;B0796X4;US2521311074;NASDAQ
SBAC;SBA COMMUNICATIONS REIT CORP CLASS;Equity;0,13;297,37;849 591,00;252 642 875,67;252 642 875,67;Real Estate;BZ6TS23;US78410G1040;NASDAQ
ROST;ROSS STORES INC;Equity;0,13;92,48;2 716 111,00;251 185 945,28;251 185 945,28;Consumer Discretionary;2746711;US7782961038;NASDAQ
XEL;XCEL ENERGY INC;Equity;0,13;63,65;3 944 322,00;251 056 095,30;251 056 095,30;Utilities;2614807;US98389B1008;NASDAQ
COF;CAPITAL ONE FINANCIAL CORP;Equity;0,13;70,63;3 509 872,00;247 902 259,36;247 902 259,36;Financials;2654461;US14040H1059;New York Stock Exchange Inc.
BK;BANK OF NEW YORK MELLON CORP;Equity;0,13;38,44;6 336 444,00;243 572 907,36;243 572 907,36;Financials;B1Z77F6;US0640581007;New York Stock Exchange Inc.
FDX;FEDEX CORP;Equity;0,13;132,72;1 805 497,00;239 625 561,84;239 625 561,84;Industrials;2142784;US31428X1063;New York Stock Exchange Inc.
ORLY;OREILLY AUTOMOTIVE INC;Equity;0,12;410,35;570 743,00;234 204 390,05;234 204 390,05;Consumer Discretionary;B65LWX6;US67103H1077;NASDAQ
ALL;ALLSTATE CORP;Equity;0,12;95,70;2 446 126,00;234 094 258,20;234 094 258,20;Financials;2019952;US0200021014;New York Stock Exchange Inc.
WBA;WALGREEN BOOTS ALLIANCE INC;Equity;0,12;41,40;5 652 672,00;234 020 620,80;234 020 620,80;Consumer Staples;BTN1Y44;US9314271084;NASDAQ
EOG;EOG RESOURCES INC;Equity;0,12;52,57;4 393 206,00;230 950 839,42;230 950 839,42;Energy;2318024;US26875P1012;New York Stock Exchange Inc.
DOW;DOW INC;Equity;0,12;41,23;5 568 223,00;229 577 834,29;229 577 834,29;Materials;BHXCF84;US2605571031;New York Stock Exchange Inc.
KMI;KINDER MORGAN INC;Equity;0,12;15,50;14 709 341,00;227 994 785,50;227 994 785,50;Energy;B3NQ4P8;US49456B1017;New York Stock Exchange Inc.
CTSH;COGNIZANT TECHNOLOGY SOLUTIONS COR;Equity;0,12;54,80;4 120 284,00;225 791 563,20;225 791 563,20;Information Technology;2257019;US1924461023;NASDAQ
PSA;PUBLIC STORAGE REIT;Equity;0,12;196,47;1 134 189,00;222 834 112,83;222 834 112,83;Real Estate;2852533;US74460D1090;New York Stock Exchange Inc.
MET;METLIFE INC;Equity;0,12;37,45;5 902 355,00;221 043 194,75;221 043 194,75;Financials;2573209;US59156R1086;New York Stock Exchange Inc.
KLAC;KLA CORP;Equity;0,12;184,69;1 191 494,00;220 057 026,86;220 057 026,86;Information Technology;2480138;US4824801009;NASDAQ
TRV;TRAVELERS COMPANIES INC;Equity;0,11;113,33;1 936 202,00;219 429 772,66;219 429 772,66;Financials;2769503;US89417E1091;New York Stock Exchange Inc.
AIG;AMERICAN INTERNATIONAL GROUP INC;Equity;0,11;33,04;6 569 384,00;217 052 447,36;217 052 447,36;Financials;2027342;US0268747849;New York Stock Exchange Inc.
WEC;WEC ENERGY GROUP INC;Equity;0,11;90,31;2 381 980,00;215 116 613,80;215 116 613,80;Utilities;BYY8XK8;US92939U1060;New York Stock Exchange Inc.
STZ;CONSTELLATION BRANDS INC CLASS A;Equity;0,11;170,28;1 259 877,00;214 531 855,56;214 531 855,56;Consumer Staples;2170473;US21036P1084;New York Stock Exchange Inc.
TROW;T ROWE PRICE GROUP INC;Equity;0,11;120,93;1 753 654,00;212 069 378,22;212 069 378,22;Financials;2702337;US74144T1088;NASDAQ
APH;AMPHENOL CORP CLASS A;Equity;0,11;95,01;2 230 117,00;211 883 416,17;211 883 416,17;Information Technology;2145084;US0320951017;New York Stock Exchange Inc.
INFO;IHS MARKIT LTD;Equity;0,11;69,81;3 030 808,00;211 580 706,48;211 580 706,48;Industrials;BD0Q558;BMG475671050;New York Stock Exchange Inc.
SYY;SYSCO CORP;Equity;0,11;54,26;3 834 559,00;208 063 171,34;208 063 171,34;Consumer Staples;2868165;US8718291078;New York Stock Exchange Inc.
YUM;YUM BRANDS INC;Equity;0,11;91,28;2 276 962,00;207 841 091,36;207 841 091,36;Consumer Discretionary;2098876;US9884981013;New York Stock Exchange Inc.
ES;EVERSOURCE ENERGY;Equity;0,11;84,31;2 432 279,00;205 065 442,49;205 065 442,49;Utilities;BVVN4Q8;US30040W1080;New York Stock Exchange Inc.
MSCI;MSCI INC;Equity;0,11;320,95;637 157,00;204 495 539,15;204 495 539,15;Financials;B2972D2;US55354G1004;New York Stock Exchange Inc.
AFL;AFLAC INC;Equity;0,11;36,64;5 542 593,00;203 080 607,52;203 080 607,52;Financials;2026361;US0010551028;New York Stock Exchange Inc.
SNPS;SYNOPSYS INC;Equity;0,11;179,60;1 128 364,00;202 654 174,40;202 654 174,40;Information Technology;2867719;US8716071076;NASDAQ
A;AGILENT TECHNOLOGIES INC;Equity;0,11;86,11;2 340 356,00;201 528 055,16;201 528 055,16;Health Care;2520153;US00846U1016;New York Stock Exchange Inc.
JCI;JOHNSON CONTROLS INTERNATIONAL PLC;Equity;0,10;34,45;5 824 456,00;200 652 509,20;200 652 509,20;Industrials;BY7QL61;IE00BY7QL619;New York Stock Exchange Inc.
VRSK;VERISK ANALYTICS INC;Equity;0,10;162,67;1 232 574,00;200 502 812,58;200 502 812,58;Industrials;B4P9W92;US92345Y1064;NASDAQ
HCA;HCA HEALTHCARE INC;Equity;0,10;100,55;1 989 950,00;200 089 472,50;200 089 472,50;Health Care;B4MGBG6;US40412C1018;New York Stock Exchange Inc.
SLB;SCHLUMBERGER NV;Equity;0,10;19,00;10 454 090,00;198 627 710,00;198 627 710,00;Energy;2779201;AN8068571086;New York Stock Exchange Inc.
AZO;AUTOZONE INC;Equity;0,10;1 100,51;179 880,00;197 959 738,80;197 959 738,80;Consumer Discretionary;2065955;US0533321024;New York Stock Exchange Inc.
VLO;VALERO ENERGY CORP;Equity;0,10;63,79;3 094 525,00;197 399 749,75;197 399 749,75;Energy;2041364;US91913Y1001;New York Stock Exchange Inc.
TEL;TE CONNECTIVITY LTD;Equity;0,10;78,59;2 511 183,00;197 353 871,97;197 353 871,97;Information Technology;B62B7C3;CH0102993182;New York Stock Exchange Inc.
MNST;MONSTER BEVERAGE CORP;Equity;0,10;68,30;2 882 571,00;196 879 599,30;196 879 599,30;Consumer Staples;BZ07BW4;US61174X1090;NASDAQ
TWTR;TWITTER INC;Equity;0,10;33,40;5 862 796,00;195 817 386,40;195 817 386,40;Communication;BFLR866;US90184L1026;New York Stock Exchange Inc.
IDXX;IDEXX LABORATORIES INC;Equity;0,10;302,83;645 256,00;195 402 874,48;195 402 874,48;Health Care;2459202;US45168D1046;NASDAQ
KR;KROGER;Equity;0,10;32,26;6 056 473,00;195 381 818,98;195 381 818,98;Consumer Staples;2497406;US5010441013;New York Stock Exchange Inc.
CLX;CLOROX;Equity;0,10;205,12;947 593,00;194 370 276,16;194 370 276,16;Consumer Staples;2204026;US1890541097;New York Stock Exchange Inc.
ZBH;ZIMMER BIOMET HOLDINGS INC;Equity;0,10;125,19;1 544 380,00;193 340 932,20;193 340 932,20;Health Care;2783815;US98956P1021;New York Stock Exchange Inc.
CMI;CUMMINS INC;Equity;0,10;167,08;1 156 734,00;193 267 116,72;193 267 116,72;Industrials;2240202;US2310211063;New York Stock Exchange Inc.
PRU;PRUDENTIAL FINANCIAL INC;Equity;0,10;63,16;3 043 538,00;192 229 860,08;192 229 860,08;Financials;2819118;US7443201022;New York Stock Exchange Inc.
CMG;CHIPOTLE MEXICAN GRILL INC;Equity;0,10;991,83;193 477,00;191 896 292,91;191 896 292,91;Consumer Discretionary;B0X7DZ3;US1696561059;New York Stock Exchange Inc.
PCAR;PACCAR INC;Equity;0,10;73,17;2 601 161,00;190 326 950,37;190 326 950,37;Industrials;2665861;US6937181088;NASDAQ
PEG;PUBLIC SERVICE ENTERPRISE GROUP IN;Equity;0,10;49,71;3 818 265,00;189 805 953,15;189 805 953,15;Utilities;2707677;US7445731067;New York Stock Exchange Inc.
IQV;IQVIA HOLDINGS INC;Equity;0,10;138,82;1 364 298,00;189 391 848,36;189 391 848,36;Health Care;BDR73G1;US46266C1053;New York Stock Exchange Inc.
F;FORD MOTOR CO;Equity;0,10;6,46;29 242 307,00;188 905 303,22;188 905 303,22;Consumer Discretionary;2615468;US3453708600;New York Stock Exchange Inc.
CDNS;CADENCE DESIGN SYSTEMS INC;Equity;0,10;89,46;2 110 536,00;188 808 550,56;188 808 550,56;Information Technology;2302232;US1273871087;NASDAQ
MAR;MARRIOTT INTERNATIONAL INC CLASS A;Equity;0,10;92,26;2 041 148,00;188 316 314,48;188 316 314,48;Consumer Discretionary;2210614;US5719032022;NASDAQ
ED;CONSOLIDATED EDISON INC;Equity;0,10;75,38;2 491 549,00;187 812 963,62;187 812 963,62;Utilities;2216850;US2091151041;New York Stock Exchange Inc.
ALXN;ALEXION PHARMACEUTICALS INC;Equity;0,10;109,30;1 670 931,00;182 632 758,30;182 632 758,30;Health Care;2036070;US0153511094;NASDAQ
MSI;MOTOROLA SOLUTIONS INC;Equity;0,10;140,60;1 294 022,00;181 939 493,20;181 939 493,20;Information Technology;B5BKPQ4;US6200763075;New York Stock Exchange Inc.
WLTW;WILLIS TOWERS WATSON PLC;Equity;0,09;186,77;968 466,00;180 880 394,82;180 880 394,82;Financials;BDB6Q21;IE00BDB6Q211;NASDAQ
HPQ;HP INC;Equity;0,09;16,28;11 108 656,00;180 848 919,68;180 848 919,68;Information Technology;BYX4D52;US40434L1052;New York Stock Exchange Inc.
ROK;ROCKWELL AUTOMATION INC;Equity;0,09;208,19;867 641,00;180 634 179,79;180 634 179,79;Industrials;2754060;US7739031091;New York Stock Exchange Inc.
PPG;PPG INDUSTRIES INC;Equity;0,09;101,63;1 775 229,00;180 416 523,27;180 416 523,27;Materials;2698470;US6935061076;New York Stock Exchange Inc.
MCHP;MICROCHIP TECHNOLOGY INC;Equity;0,09;99,63;1 809 677,00;180 298 119,51;180 298 119,51;Information Technology;2592174;US5950171042;NASDAQ
MCK;MCKESSON CORP;Equity;0,09;148,25;1 215 381,00;180 180 233,25;180 180 233,25;Health Care;2378534;US58155Q1031;New York Stock Exchange Inc.
MPC;MARATHON PETROLEUM CORP;Equity;0,09;36,62;4 903 030,00;179 548 958,60;179 548 958,60;Energy;B3K3L40;US56585A1025;New York Stock Exchange Inc.
PAYX;PAYCHEX INC;Equity;0,09;73,76;2 391 431,00;176 391 950,56;176 391 950,56;Information Technology;2674458;US7043261079;NASDAQ
PH;PARKER-HANNIFIN CORP;Equity;0,09;180,16;972 466,00;175 199 474,56;175 199 474,56;Industrials;2671501;US7010941042;New York Stock Exchange Inc.
ANSS;ANSYS INC;Equity;0,09;270,27;646 288,00;174 672 257,76;174 672 257,76;Information Technology;2045623;US03662Q1058;NASDAQ
SPG;SIMON PROPERTY GROUP REIT INC;Equity;0,09;75,98;2 298 178,00;174 615 564,44;174 615 564,44;Real Estate;2812452;US8288061091;New York Stock Exchange Inc.
RMD;RESMED INC;Equity;0,09;160,69;1 081 506,00;173 787 199,14;173 787 199,14;Health Care;2732903;US7611521078;New York Stock Exchange Inc.
AWK;AMERICAN WATER WORKS INC;Equity;0,09;127,29;1 364 184,00;173 646 981,36;173 646 981,36;Utilities;B2R3PV1;US0304201033;New York Stock Exchange Inc.
FAST;FASTENAL;Equity;0,09;40,06;4 330 204,00;173 467 972,24;173 467 972,24;Industrials;2332262;US3119001044;NASDAQ
STT;STATE STREET CORP;Equity;0,09;63,12;2 745 554,00;173 299 368,48;173 299 368,48;Financials;2842040;US8574771031;New York Stock Exchange Inc.
AVB;AVALONBAY COMMUNITIES REIT INC;Equity;0,09;163,75;1 054 109,00;172 610 348,75;172 610 348,75;Real Estate;2131179;US0534841012;New York Stock Exchange Inc.
XLNX;XILINX INC;Equity;0,09;90,70;1 886 856,00;171 137 839,20;171 137 839,20;Information Technology;2985677;US9839191015;NASDAQ
OTIS;OTIS WORLDWIDE CORP;Equity;0,09;56,04;3 049 501,00;170 894 036,04;170 894 036,04;Industrials;BK531S8;US68902V1070;New York Stock Exchange Inc.
BLL;BALL CORP;Equity;0,09;68,33;2 470 091,00;168 781 318,03;168 781 318,03;Materials;2073022;US0584981064;New York Stock Exchange Inc.
FLT;FLEETCOR TECHNOLOGIES INC;Equity;0,09;258,99;651 327,00;168 687 179,73;168 687 179,73;Information Technology;B4R28B3;US3390411052;New York Stock Exchange Inc.
CTAS;CINTAS CORP;Equity;0,09;266,20;633 102,00;168 531 752,40;168 531 752,40;Industrials;2197137;US1729081059;NASDAQ
WELL;WELLTOWER INC;Equity;0,09;55,24;3 046 903,00;168 310 921,72;168 310 921,72;Real Estate;BYVYHH4;US95040Q1040;New York Stock Exchange Inc.
TDG;TRANSDIGM GROUP INC;Equity;0,09;447,39;376 051,00;168 241 456,89;168 241 456,89;Industrials;B11FJK3;US8936411003;New York Stock Exchange Inc.
EQR;EQUITY RESIDENTIAL REIT;Equity;0,09;63,57;2 637 975,00;167 696 070,75;167 696 070,75;Real Estate;2319157;US29476L1070;New York Stock Exchange Inc.
WMB;WILLIAMS INC;Equity;0,09;18,23;9 105 221,00;165 988 178,83;165 988 178,83;Energy;2967181;US9694571004;New York Stock Exchange Inc.
ADM;ARCHER DANIELS MIDLAND;Equity;0,09;39,43;4 187 203,00;165 101 414,29;165 101 414,29;Consumer Staples;2047317;US0394831020;New York Stock Exchange Inc.
FE;FIRSTENERGY CORP;Equity;0,09;40,43;4 083 827,00;165 109 125,61;165 109 125,61;Utilities;2100920;US3379321074;New York Stock Exchange Inc.
HLT;HILTON WORLDWIDE HOLDINGS INC;Equity;0,09;77,45;2 130 584,00;165 013 730,80;165 013 730,80;Consumer Discretionary;BYVMW06;US43300A2033;New York Stock Exchange Inc.
SWKS;SKYWORKS SOLUTIONS INC;Equity;0,09;126,91;1 288 483,00;163 521 377,53;163 521 377,53;Information Technology;2961053;US83088M1027;NASDAQ
TT;TRANE TECHNOLOGIES PLC;Equity;0,09;90,39;1 802 294,00;162 909 354,66;162 909 354,66;Industrials;BK9ZQ96;IE00BK9ZQ967;New York Stock Exchange Inc.
VRSN;VERISIGN INC;Equity;0,08;204,17;780 803,00;159 416 548,51;159 416 548,51;Information Technology;2142922;US92343E1029;NASDAQ
CERN;CERNER CORP;Equity;0,08;66,96;2 371 679,00;158 807 625,84;158 807 625,84;Health Care;2185284;US1567821046;NASDAQ
GLW;CORNING INC;Equity;0,08;26,93;5 799 838,00;156 189 637,34;156 189 637,34;Information Technology;2224701;US2193501051;New York Stock Exchange Inc.
DLTR;DOLLAR TREE INC;Equity;0,08;87,77;1 779 298,00;156 168 985,46;156 168 985,46;Consumer Discretionary;2272476;US2567461080;NASDAQ
EIX;EDISON INTERNATIONAL;Equity;0,08;57,57;2 708 001,00;155 899 617,57;155 899 617,57;Utilities;2829515;US2810201077;New York Stock Exchange Inc.
O;REALTY INCOME REIT CORP;Equity;0,08;60,43;2 577 792,00;155 775 970,56;155 775 970,56;Real Estate;2724193;US7561091049;New York Stock Exchange Inc.
CTVA;CORTEVA INC;Equity;0,08;27,54;5 649 724,00;155 593 398,96;155 593 398,96;Materials;BK73B42;US22052L1044;New York Stock Exchange Inc.
MKC;MCCORMICK & CO NON-VOTING INC;Equity;0,08;166,54;925 616,00;154 152 088,64;154 152 088,64;Consumer Staples;2550161;US5797802064;New York Stock Exchange Inc.
PPL;PPL CORP;Equity;0,08;26,55;5 798 460,00;153 949 113,00;153 949 113,00;Utilities;2680905;US69351T1060;New York Stock Exchange Inc.
EFX;EQUIFAX INC;Equity;0,08;167,98;914 383,00;153 598 056,34;153 598 056,34;Industrials;2319146;US2944291051;New York Stock Exchange Inc.
DTE;DTE ENERGY;Equity;0,08;105,07;1 450 896,00;152 445 642,72;152 445 642,72;Utilities;2280220;US2333311072;New York Stock Exchange Inc.
VFC;VF CORP;Equity;0,08;61,25;2 480 043,00;151 902 633,75;151 902 633,75;Consumer Discretionary;2928683;US9182041080;New York Stock Exchange Inc.
SWK;STANLEY BLACK & DECKER INC;Equity;0,08;131,09;1 154 452,00;151 337 112,68;151 337 112,68;Industrials;B3Q2FJ4;US8545021011;New York Stock Exchange Inc.
AME;AMETEK INC;Equity;0,08;87,66;1 712 719,00;150 136 947,54;150 136 947,54;Industrials;2089212;US0311001004;New York Stock Exchange Inc.
KHC;KRAFT HEINZ;Equity;0,08;31,80;4 698 439,00;149 410 360,20;149 410 360,20;Consumer Staples;BYRY499;US5007541064;NASDAQ
ARE;ALEXANDRIA REAL ESTATE EQUITIES RE;Equity;0,08;159,27;925 914,00;147 470 322,78;147 470 322,78;Real Estate;2009210;US0152711091;New York Stock Exchange Inc.
APTV;APTIV PLC;Equity;0,08;75,66;1 909 964,00;144 507 876,24;144 507 876,24;Consumer Discretionary;B783TY6;JE00B783TY65;New York Stock Exchange Inc.
HSY;HERSHEY FOODS;Equity;0,08;129,11;1 115 524,00;144 025 303,64;144 025 303,64;Consumer Staples;2422806;US4278661081;New York Stock Exchange Inc.
ETR;ENTERGY CORP;Equity;0,08;96,42;1 490 485,00;143 712 563,70;143 712 563,70;Utilities;2317087;US29364G1031;New York Stock Exchange Inc.
LUV;SOUTHWEST AIRLINES;Equity;0,07;35,87;3 962 443,00;142 132 830,41;142 132 830,41;Industrials;2831543;US8447411088;New York Stock Exchange Inc.
MKTX;MARKETAXESS HOLDINGS INC;Equity;0,07;492,79;287 499,00;141 676 632,21;141 676 632,21;Financials;B03Q9D0;US57060D1081;NASDAQ
FTV;FORTIVE CORP;Equity;0,07;63,65;2 215 921,00;141 043 371,65;141 043 371,65;Industrials;BYT3MK1;US34959J1088;New York Stock Exchange Inc.
MTD;METTLER TOLEDO INC;Equity;0,07;764,42;184 367,00;140 933 822,14;140 933 822,14;Health Care;2126249;US5926881054;New York Stock Exchange Inc.
AMP;AMERIPRISE FINANCE INC;Equity;0,07;146,64;956 565,00;140 270 691,60;140 270 691,60;Financials;B0J7D57;US03076C1062;New York Stock Exchange Inc.
FTNT;FORTINET INC;Equity;0,07;130,34;1 067 732,00;139 168 188,88;139 168 188,88;Information Technology;B5B2106;US34959E1091;NASDAQ
TSN;TYSON FOODS INC CLASS A;Equity;0,07;62,20;2 220 248,00;138 099 425,60;138 099 425,60;Consumer Staples;2909730;US9024941034;New York Stock Exchange Inc.
DHI;D R HORTON INC;Equity;0,07;54,00;2 543 525,00;137 350 350,00;137 350 350,00;Consumer Discretionary;2250687;US23331A1097;New York Stock Exchange Inc.
ALGN;ALIGN TECHNOLOGY INC;Equity;0,07;251,40;541 494,00;136 131 591,60;136 131 591,60;Health Care;2679204;US0162551016;NASDAQ
KEYS;KEYSIGHT TECHNOLOGIES INC;Equity;0,07;95,67;1 416 473,00;135 513 971,91;135 513 971,91;Information Technology;BQZJ0Q9;US49338L1035;New York Stock Exchange Inc.
CHD;CHURCH AND DWIGHT INC;Equity;0,07;73,08;1 853 517,00;135 455 022,36;135 455 022,36;Consumer Staples;2195841;US1713401024;New York Stock Exchange Inc.
FRC;FIRST REPUBLIC BANK;Equity;0,07;106,70;1 267 542,00;135 246 731,40;135 246 731,40;Financials;B4WHY15;US33616C1009;New York Stock Exchange Inc.
AJG;ARTHUR J GALLAGHER;Equity;0,07;95,32;1 411 976,00;134 589 552,32;134 589 552,32;Financials;2359506;US3635761097;New York Stock Exchange Inc.
BBY;BEST BUY INC;Equity;0,07;77,76;1 719 450,00;133 704 432,00;133 704 432,00;Consumer Discretionary;2094670;US0865161014;New York Stock Exchange Inc.
NTRS;NORTHERN TRUST CORP;Equity;0,07;83,61;1 597 071,00;133 531 106,31;133 531 106,31;Financials;2648668;US6658591044;NASDAQ
AEE;AMEREN CORP;Equity;0,07;71,75;1 855 780,00;133 152 215,00;133 152 215,00;Utilities;2050832;US0236081024;New York Stock Exchange Inc.
CARR;CARRIER GLOBAL CORP;Equity;0,07;21,54;6 099 112,00;131 374 872,48;131 374 872,48;Industrials;BK4N0D7;US14448C1045;New York Stock Exchange Inc.
CPRT;COPART INC;Equity;0,07;85,04;1 544 850,00;131 374 044,00;131 374 044,00;Industrials;2208073;US2172041061;NASDAQ
DAL;DELTA AIR LINES INC;Equity;0,07;30,43;4 316 639,00;131 355 324,77;131 355 324,77;Industrials;B1W9D46;US2473617023;New York Stock Exchange Inc.
RSG;REPUBLIC SERVICES INC;Equity;0,07;81,73;1 576 279,00;128 829 282,67;128 829 282,67;Industrials;2262530;US7607591002;New York Stock Exchange Inc.
LYB;LYONDELLBASELL INDUSTRIES NV CLASS;Equity;0,07;66,61;1 930 169,00;128 568 557,09;128 568 557,09;Materials;B3SPXZ3;NL0009434992;New York Stock Exchange Inc.
LVS;LAS VEGAS SANDS CORP;Equity;0,07;49,87;2 552 167,00;127 276 568,29;127 276 568,29;Consumer Discretionary;B02T2J7;US5178341070;New York Stock Exchange Inc.
DFS;DISCOVER FINANCIAL SERVICES;Equity;0,07;52,99;2 366 973,00;125 425 899,27;125 425 899,27;Financials;B1YLC43;US2547091080;New York Stock Exchange Inc.
OXY;OCCIDENTAL PETROLEUM CORP;Equity;0,07;18,50;6 754 526,00;124 958 731,00;124 958 731,00;Energy;2655408;US6745991058;New York Stock Exchange Inc.
CMS;CMS ENERGY CORP;Equity;0,07;58,30;2 142 985,00;124 936 025,50;124 936 025,50;Utilities;2219224;US1258961002;New York Stock Exchange Inc.
LEN;LENNAR A CORP;Equity;0,07;59,25;2 107 264,00;124 855 392,00;124 855 392,00;Consumer Discretionary;2511920;US5260571048;New York Stock Exchange Inc.
ESS;ESSEX PROPERTY TRUST REIT INC;Equity;0,07;249,68;499 052,00;124 603 303,36;124 603 303,36;Real Estate;2316619;US2971781057;New York Stock Exchange Inc.
INCY;INCYTE CORP;Equity;0,06;92,07;1 347 974,00;124 107 966,18;124 107 966,18;Health Care;2471950;US45337C1027;NASDAQ
CDW;CDW CORP;Equity;0,06;114,10;1 084 496,00;123 740 993,60;123 740 993,60;Information Technology;BBM5MD6;US12514G1085;NASDAQ
LH;LABORATORY CORPORATION OF AMERICA;Equity;0,06;167,73;735 554,00;123 374 472,42;123 374 472,42;Health Care;2586122;US50540R4092;New York Stock Exchange Inc.
WY;WEYERHAEUSER REIT;Equity;0,06;21,76;5 654 546,00;123 042 920,96;123 042 920,96;Real Estate;2958936;US9621661043;New York Stock Exchange Inc.
TFX;TELEFLEX INC;Equity;0,06;352,25;349 127,00;122 979 985,75;122 979 985,75;Health Care;2881407;US8793691069;New York Stock Exchange Inc.
PXD;PIONEER NATURAL RESOURCE;Equity;0,06;98,23;1 248 439,00;122 634 162,97;122 634 162,97;Energy;2690830;US7237871071;New York Stock Exchange Inc.
CTXS;CITRIX SYSTEMS INC;Equity;0,06;140,74;868 809,00;122 276 178,66;122 276 178,66;Information Technology;2182553;US1773761002;NASDAQ
AKAM;AKAMAI TECHNOLOGIES INC;Equity;0,06;100,34;1 208 197,00;121 230 486,98;121 230 486,98;Information Technology;2507457;US00971T1016;NASDAQ
AMCR;AMCOR PLC;Equity;0,06;9,81;12 230 974,00;119 985 854,94;119 985 854,94;Materials;BJ1F307;JE00BJ1F3079;New York Stock Exchange Inc.
CBRE;CBRE GROUP INC CLASS A;Equity;0,06;47,57;2 506 887,00;119 252 614,59;119 252 614,59;Real Estate;B6WVMH3;US12504L1098;New York Stock Exchange Inc.
K;KELLOGG;Equity;0,06;63,59;1 864 925,00;118 590 580,75;118 590 580,75;Consumer Staples;2486813;US4878361082;New York Stock Exchange Inc.
CAG;CONAGRA BRANDS INC;Equity;0,06;32,41;3 640 310,00;117 982 447,10;117 982 447,10;Consumer Staples;2215460;US2058871029;New York Stock Exchange Inc.
MXIM;MAXIM INTEGRATED PRODUCTS INC;Equity;0,06;57,15;2 048 030,00;117 044 914,50;117 044 914,50;Information Technology;2573760;US57772K1016;NASDAQ
CAH;CARDINAL HEALTH INC;Equity;0,06;52,89;2 208 450,00;116 804 920,50;116 804 920,50;Health Care;2175672;US14149Y1082;New York Stock Exchange Inc.
FCX;FREEPORT MCMORAN INC;Equity;0,06;10,49;10 956 253,00;114 931 093,97;114 931 093,97;Materials;2352118;US35671D8570;New York Stock Exchange Inc.
TTWO;TAKE TWO INTERACTIVE SOFTWARE INC;Equity;0,06;134,00;854 763,00;114 538 242,00;114 538 242,00;Communication;2122117;US8740541094;NASDAQ
ODFL;OLD DOMINION FREIGHT LINE INC;Equity;0,06;157,88;723 319,00;114 197 603,72;114 197 603,72;Industrials;2656423;US6795801009;NASDAQ
DGX;QUEST DIAGNOSTICS INC;Equity;0,06;110,60;1 017 310,00;112 514 486,00;112 514 486,00;Health Care;2702791;US74834L1008;New York Stock Exchange Inc.
KMX;CARMAX INC;Equity;0,06;89,98;1 248 446,00;112 335 171,08;112 335 171,08;Consumer Discretionary;2983563;US1431301027;New York Stock Exchange Inc.
PAYC;PAYCOM SOFTWARE INC;Equity;0,06;302,80;370 021,00;112 042 358,80;112 042 358,80;Information Technology;BL95MY0;US70432V1026;New York Stock Exchange Inc.
VMC;VULCAN MATERIALS;Equity;0,06;112,09;998 957,00;111 973 090,13;111 973 090,13;Materials;2931205;US9291601097;New York Stock Exchange Inc.
WST;WEST PHARMACEUTICAL SERVICES INC;Equity;0,06;200,73;555 988,00;111 603 471,24;111 603 471,24;Health Care;2950482;US9553061055;New York Stock Exchange Inc.
FITB;FIFTH THIRD BANCORP;Equity;0,06;20,81;5 358 349,00;111 480 450,94;111 480 450,94;Financials;2336747;US3167731005;NASDAQ
VTR;VENTAS REIT INC;Equity;0,06;39,41;2 826 599,00;111 396 266,59;111 396 266,59;Real Estate;2927925;US92276F1003;New York Stock Exchange Inc.
DPZ;DOMINOS PIZZA INC;Equity;0,06;378,15;291 377,00;110 184 212,55;110 184 212,55;Consumer Discretionary;B01SD70;US25754A2015;New York Stock Exchange Inc.
KSU;KANSAS CITY SOUTHERN;Equity;0,06;147,27;746 560,00;109 945 891,20;109 945 891,20;Industrials;2607647;US4851703029;New York Stock Exchange Inc.
HIG;HARTFORD FINANCIAL SERVICES GROUP;Equity;0,06;40,03;2 713 076,00;108 604 432,28;108 604 432,28;Financials;2476193;US4165151048;New York Stock Exchange Inc.
MTB;M&T BANK CORP;Equity;0,06;108,96;990 647,00;107 940 897,12;107 940 897,12;Financials;2340168;US55261F1049;New York Stock Exchange Inc.
COO;COOPER INC;Equity;0,06;288,40;371 840,00;107 238 656,00;107 238 656,00;Health Care;2222631;US2166484020;New York Stock Exchange Inc.
ABC;AMERISOURCEBERGEN CORP;Equity;0,06;94,87;1 126 274,00;106 849 614,38;106 849 614,38;Health Care;2795393;US03073E1055;New York Stock Exchange Inc.
OKE;ONEOK INC;Equity;0,06;34,09;3 117 290,00;106 268 416,10;106 268 416,10;Energy;2130109;US6826801036;New York Stock Exchange Inc.
ZBRA;ZEBRA TECHNOLOGIES CORP CLASS A;Equity;0,06;258,33;408 909,00;105 633 461,97;105 633 461,97;Information Technology;2989356;US9892071054;NASDAQ
